AUROC,AUPRC,MCC,Accuracy,F1,threshold,MCC_tuned,Accuracy_tuned,F1_tuned,threshold_tuned,fold,model,featurization,target,split,fp_size
0.8322991689750693,0.8336914034358892,0.4948465155364719,0.7473684210526316,0.75,0.5,0.4131182235954578,0.6684210526315789,0.5333333333333333,0.5813941546926671,1,RF,morgan_count_chiral,@/@@_class,test,512
0.9924748381430505,0.9927289241618542,0.8884422206932292,0.9442208165612421,0.9442528735632184,0.5,0.8691407291294506,0.9315698677400805,0.9273060476481368,0.5385311195594249,2,RF,morgan_count_chiral,@/@@_class,train,512
0.754792243767313,0.7728122929375475,0.29514591494904874,0.6473684210526316,0.6564102564102564,0.5,0.40198032411893336,0.6842105263157895,0.6052631578947368,0.5385311195594249,2,RF,morgan_count_chiral,@/@@_class,val,512
0.7750692520775624,0.7984767490099091,0.32660542964119055,0.6631578947368421,0.6701030927835051,0.5,0.4200498038711128,0.7,0.6459627329192547,0.5385311195594249,2,RF,morgan_count_chiral,@/@@_class,test,512
0.9927626903817671,0.993003660595074,0.8884792400005195,0.9442208165612421,0.9439630271519353,0.5,0.8837126919332394,0.9404830362277171,0.9380425022448369,0.5249170473539937,3,RF,morgan_count_chiral,@/@@_class,train,512
0.7404986149584488,0.737999274562271,0.3501732805729246,0.6736842105263158,0.693069306930693,0.5,0.382546027838003,0.6894736842105263,0.6666666666666666,0.5249170473539937,3,RF,morgan_count_chiral,@/@@_class,val,512
0.8247645429362881,0.8358577455758873,0.4216370213557839,0.7105263157894737,0.717948717948718,0.5,0.42973504259354,0.7105263157894737,0.6783625730994152,0.5249170473539937,3,RF,morgan_count_chiral,@/@@_class,test,512
0.9929837463514191,0.993224594180853,0.8907441620102905,0.9453709028177113,0.945308002302821,0.5,0.8173772174385154,0.9005175388154112,0.9095188284518828,0.4261358707159045,4,RF,morgan_count_chiral,@/@@_class,train,512
0.7617728531855956,0.7692674886247407,0.3684210526315789,0.6842105263157895,0.6842105263157895,0.5,0.4242053592300572,0.6789473684210526,0.7468879668049793,0.4261358707159045,4,RF,morgan_count_chiral,@/@@_class,val,512
0.7582271468144045,0.744791887500736,0.37248799980822556,0.6842105263157895,0.7058823529411765,0.5,0.3729529936151727,0.6631578947368421,0.7288135593220338,0.4261358707159045,4,RF,morgan_count_chiral,@/@@_class,test,512
0.993121968333939,0.9933234393981352,0.889016823238372,0.9445083381253594,0.9444923784872016,0.5,0.8344401885825481,0.9105807935595169,0.9178769474518088,0.4165285359417648,0,RF,morgan_count_chiral,F/L_class,train,512
0.8402216066481996,0.836467305232033,0.49473684210526314,0.7473684210526316,0.7473684210526316,0.5,0.536774032210737,0.7421052631578947,0.7878787878787878,0.4165285359417648,0,RF,morgan_count_chiral,F/L_class,val,512
0.8579501385041551,0.8517488975765816,0.5159038140699388,0.7578947368421053,0.7553191489361702,0.5,0.5001115780874529,0.7157894736842105,0.773109243697479,0.4165285359417648,0,RF,morgan_count_chiral,F/L_class,test,512
0.99335344055347,0.9935243234513746,0.8890415181991312,0.9445083381253594,0.9443001443001443,0.5,0.8851558702776987,0.9404830362277171,0.9374433363553943,0.5324551107044461,1,RF,morgan_count_chiral,F/L_class,train,512
0.8516897506925207,0.8480979739206924,0.5263449506665743,0.7631578947368421,0.7643979057591623,0.5,0.5518433521870162,0.7684210526315789,0.7380952380952381,0.5324551107044461,1,RF,morgan_count_chiral,F/L_class,val,512
0.8769529085872576,0.8680048873510195,0.5473987486932372,0.7736842105263158,0.7724867724867724,0.5,0.5612527593092492,0.7736842105263158,0.7455621301775148,0.5324551107044461,1,RF,morgan_count_chiral,F/L_class,test,512
0.9932545688482702,0.9934442889178843,0.8890238787314594,0.9445083381253594,0.9446197991391678,0.5,0.8908995258150072,0.9445083381253594,0.9462545252018936,0.48047543475844073,2,RF,morgan_count_chiral,F/L_class,train,512
